a,b,c,d,eig1,eig2,sum_squared
9,-5,1,-9,8.717797887081346,-8.717797887081346,151.99999999999997
-8,7,0,-3,-8.0,-3.0,73.0
-5,-10,-10,-3,-14.04987562112089,6.04987562112089,234.0
-6,5,0,-6,-6.0,-6.0,72.0
-7,-5,3,8,-5.922616289332565,6.922616289332565,83.0
-2,1,0,3,-2.0,3.0,13.0
10,2,-9,-7,8.865459931328118,-5.865459931328118,113.0
-5,-6,-8,-10,-0.13454006867188184,-14.865459931328118,221.00000000000003
1,-2,10,-9,-1.7639320225002102,-6.23606797749979,42.0
-8,1,5,10,-8.273618495495704,10.273618495495704,174.0
-10,10,-8,9,-3.7015621187164243,2.7015621187164243,21.0
-9,-2,8,4,-7.623475382979798,2.623475382979799,64.99999999999999
7,0,5,6,6.0,7.0,85.0
-6,1,0,4,-6.0,4.0,52.0
-9,-9,-8,-3,-15.0,3.0,234.0
4,-4,-5,-2,6.385164807134505,-4.385164807134504,60.00000000000001
9,-10,-3,-8,10.611874208078344,-9.611874208078342,205.00000000000006
-7,4,-5,4,-4.701562118716424,1.7015621187164243,25.0
3,9,3,-7,5.211102550927979,-9.21110255092798,112.00000000000003
-8,2,4,7,-8.5156097709407,7.515609770940698,129.0
8,-10,-5,-9,10.556672193747993,-11.55667219374799,245.00000000000006
3,-5,3,-7,1.16227766016838,-5.16227766016838,28.000000000000007
10,-3,-8,8,14.0,4.000000000000001,212.0
3,9,6,-3,7.937253933193773,-7.937253933193771,126.00000000000001
-4,3,-2,8,-3.477225575051662,7.477225575051661,68.00000000000001
4,9,3,-5,6.37386354243376,-7.37386354243376,95.0
10,-7,-3,6,13.0,3.0,178.0
3,-2,-7,-7,4.244997998398398,-8.244997998398398,86.0
-3,-9,-2,3,-5.196152422706632,5.196152422706632,54.0
-2,5,6,5,-5.0,8.0,89.0
1,-8,0,3,1.0,3.0,10.0
7,10,10,-6,12.426860441876563,-11.426860441876563,285.0
-2,-7,-8,6,-6.485281374238571,10.48528137423857,152.0
-9,-10,-3,2,-11.262087348130011,4.262087348130012,145.0
3,4,4,-2,5.216990566028302,-4.2169905660283025,45.0
-7,-4,-7,1,-9.6332495807108,3.6332495807107996,105.99999999999999
2,-8,1,-9,1.2169905660283007,-8.216990566028302,69.0
-9,-2,-10,-3,-11.385164807134505,-0.6148351928654963,130.00000000000003
1,-5,-3,8,-0.7201532544552744,9.720153254455276,95.00000000000001
5,2,9,6,1.2279981273412348,9.772001872658766,97.00000000000001
6,-3,0,9,6.0,9.0,117.0
-10,-4,10,10,-7.745966692414832,7.745966692414834,119.99999999999999
6,-1,0,-2,6.0,-2.0,40.0
6,10,8,-4,11.2469507659596,-9.246950765959598,212.0
3,8,0,2,3.0,2.0,13.0
1,8,1,-3,2.4641016151377544,-4.464101615137754,25.999999999999996
-3,10,2,1,-5.898979485566356,3.898979485566356,50.0
5,-10,2,-4,0.9999999999999991,8.881784197001252e-16,0.9999999999999982
-6,-3,3,2,-4.645751311064591,0.6457513110645907,22.0
4,6,4,9,1.0,12.0,145.0
4,-2,-4,-9,4.588723439378914,-9.588723439378912,113.0
-2,-1,-9,8,-2.8309518948453007,8.8309518948453,86.0
0,2,-1,3,1.0,2.0,5.0
7,8,-2,-4,5.274917217635375,-2.274917217635375,33.0
-8,9,-5,10,-5.0,7.0,74.0
-9,-5,-8,5,-11.433981132056605,7.433981132056603,186.0
1,-8,0,-10,1.0,-10.0,101.0
7,-7,-8,2,12.38986691902975,-3.3898669190297506,165.0
-9,-8,-8,1,-13.433981132056605,5.433981132056603,210.00000000000003
4,-2,-3,0,5.162277660168379,-1.1622776601683793,28.0
5,-7,-10,-4,10.000000000000002,-9.0,181.00000000000006
-9,-6,-4,-7,-13.0,-3.0,178.0
-6,-10,-10,4,-12.180339887498949,10.180339887498949,252.00000000000003
-8,0,4,0,0.0,-8.0,64.0
6,6,-5,-6,2.4494897427831788,-2.4494897427831783,12.000000000000004
1,-5,-10,-7,5.124038404635961,-11.12403840463596,150.00000000000003
6,2,7,-6,7.0710678118654755,-7.0710678118654755,100.00000000000001
-8,0,2,-7,-7.0,-8.0,113.0
3,0,-1,8,8.0,3.0,73.0
-1,-6,-6,-1,4.999999999999999,-7.000000000000002,74.00000000000003
-6,-8,-5,-7,-0.155711229775239,-12.84428877022476,164.99999999999997
4,9,6,2,10.416198487095663,-4.416198487095663,128.0
5,-7,-6,-6,8.0,-9.0,145.0
-2,6,2,-9,-0.575571099101948,-10.424428900898052,108.99999999999999
2,10,8,-8,7.2469507659596,-13.246950765959598,228.0
-1,-9,2,8,2.0,5.0,29.0
6,10,3,1,9.520797289396146,-2.5207972893961488,96.99999999999997
10,1,0,-4,10.0,-4.0,116.0
-7,8,6,-8,-0.553778005275098,-14.446221994724903,209.0
7,-3,8,-6,4.772001872658766,-3.7720018726587656,37.0
6,-6,-7,8,0.44256147569799875,13.557438524302,184.0
10,-9,0,2,10.0,2.0,104.0
4,1,10,0,5.741657386773941,-1.7416573867739416,35.99999999999999
-4,-6,6,9,0.0,5.0,25.0
-2,3,1,-5,-1.20871215252208,-5.79128784747792,35.00000000000001
6,8,8,5,13.5156097709407,-2.5156097709406984,189.0
1,1,9,-5,2.2426406871192848,-6.242640687119286,44.00000000000001
-7,-5,0,-10,-7.0,-10.0,149.0
4,0,8,7,7.0,4.0,65.0
6,8,10,3,13.569178573608529,-4.569178573608526,205.00000000000003
7,8,4,4,11.352349955359813,-0.35234995535981195,129.0
5,-2,-3,9,3.837722339831621,10.16227766016838,118.00000000000001
2,6,6,6,-2.324555320336758,10.32455532033676,112.00000000000003
-8,-6,2,4,-6.898979485566356,2.898979485566356,55.99999999999999
3,5,7,0,7.603277807866852,-4.603277807866851,79.0
-8,-1,-1,10,-8.055385138137417,10.055385138137417,166.00000000000003
5,1,-9,-2,3.302775637731995,-0.3027756377319948,11.000000000000002
-8,4,-8,8,-5.65685424949238,5.65685424949238,63.999999999999986
7,-3,6,-3,4.645751311064591,-0.6457513110645907,22.0
-4,-4,-8,-10,-0.5968757625671515,-13.403124237432849,180.0
-7,-6,-10,4,-11.000000000000002,8.0,185.00000000000006
-6,-2,-10,-7,-1.9999999999999991,-11.0,125.0
-8,-9,-3,-2,-11.0,1.0,122.0
-9,3,3,-7,-11.16227766016838,-4.837722339831621,148.0
-5,0,-8,-3,-3.0,-5.0,34.0
-8,3,2,2,-8.567764362830022,2.567764362830022,80.00000000000001
-9,2,8,-5,-11.47213595499958,-2.527864045000421,138.00000000000003
5,-9,-3,6,0.27984674554472555,10.720153254455276,115.00000000000001
-9,-9,2,4,-7.424428900898054,2.424428900898053,61.00000000000002
-9,-4,-8,-3,-12.403124237432849,0.40312423743284853,154.0
-10,6,-2,10,-9.380831519646861,9.38083151964686,176.00000000000006
2,10,8,10,-3.7979589711327133,15.797958971132712,264.0
8,6,-1,-1,7.274917217635375,-0.2749172176353748,53.0
-7,-3,9,9,-5.0827625302982185,7.08276253029822,76.0
7,3,7,3,10.0,0.0,100.0
9,10,4,-7,11.198039027185573,-9.198039027185569,210.00000000000006
0,-2,1,6,0.3542486889354093,5.645751311064591,32.0
4,6,7,-5,7.38986691902975,-8.38986691902975,124.99999999999999
-5,-6,1,0,-3.0000000000000004,-1.9999999999999998,13.000000000000004
-10,0,8,-2,-2.0,-10.0,104.0
7,4,8,2,10.684658438426492,-1.6846584384264904,117.00000000000003
-10,-1,4,10,-9.797958971132715,9.797958971132712,192.00000000000006
10,0,2,-6,-6.0,10.0,136.0
-10,1,0,6,-10.0,6.0,136.0
-7,4,-2,10,-6.515609770940699,9.5156097709407,133.00000000000003
9,8,8,1,13.94427190999916,-3.9442719099991583,210.0
5,-4,-2,-8,5.588723439378914,-8.588723439378912,105.0
4,5,7,3,9.437171043518958,-2.4371710435189593,95.0
-8,1,-2,-4,-7.414213562373095,-4.585786437626905,76.0
-2,2,7,-6,0.24264068711928477,-8.242640687119286,68.0
2,-7,-9,5,-4.577747210701755,11.577747210701755,154.99999999999997
-2,-2,-5,0,-4.3166247903554,2.3166247903554,24.0
-10,-7,2,2,-8.690415759823429,0.6904157598234295,76.0
2,-9,-2,-3,4.424428900898052,-5.424428900898052,48.999999999999986
-5,1,1,10,-5.066372975210779,10.066372975210777,127.0
-3,-10,-7,10,-7.094810050208544,14.094810050208546,248.99999999999997
-1,10,1,4,-2.5311288741492746,5.531128874149275,36.99999999999999
10,-1,3,2,9.60555127546399,2.394448724536011,98.00000000000001
-6,-5,-9,6,-9.0,9.0,162.0
-8,4,-5,6,-6.385164807134505,4.385164807134505,60.000000000000014
1,9,0,-7,1.0,-7.0,50.0
10,-1,4,-2,9.65685424949238,-1.6568542494923801,96.0
-9,-6,-5,-4,-12.520797289396146,-0.4792027106038512,156.99999999999997
10,-10,-4,9,15.844288770224761,3.1557112297752408,261.0
1,5,5,0,5.524937810560445,-4.524937810560445,51.0
10,-7,2,-4,8.916079783099617,-2.916079783099616,88.00000000000001
-7,4,8,-2,-10.684658438426492,1.6846584384264904,117.00000000000003
0,-3,-10,-3,4.178908345800274,-7.178908345800274,69.0
2,-7,-3,-8,3.782329983125269,-9.782329983125269,110.00000000000001
-2,-9,-9,2,-9.219544457292887,9.219544457292887,170.0
4,1,-7,-3,2.7912878474779195,-1.79128784747792,10.999999999999996
0,4,-2,6,2.0,4.0,20.0
1,-4,-1,-1,2.23606797749979,-2.23606797749979,10.000000000000002
2,8,0,2,2.0,2.0,8.0
10,-3,-3,-7,10.513878188659973,-7.513878188659973,167.0
4,0,0,-10,4.0,-10.0,116.0
6,4,9,-5,8.639410298049853,-7.639410298049853,133.0
9,-2,0,-10,9.0,-10.0,181.0
7,-5,-9,4,12.37386354243376,-1.3738635424337602,155.0
10,3,-6,-5,8.68465843842649,-3.6846584384264904,89.0
-5,7,3,-1,-8.0,2.0,68.0
3,2,-8,-5,-0.9999999789265758,-1.0000000210734243,2.000000000000001
-3,1,2,0,-3.5615528128088303,0.5615528128088303,13.0
0,2,7,0,3.7416573867739413,-3.7416573867739418,28.000000000000004
1,-5,-2,5,-0.7416573867739418,6.741657386773941,45.99999999999999
0,0,10,5,5.0,0.0,25.0
-9,-9,-3,2,-11.066372975210777,4.066372975210778,139.0
-1,-3,-7,4,-3.7201532544552753,6.720153254455275,59.00000000000001
-10,0,-4,6,6.0,-10.0,136.0
9,7,1,-2,9.603277807866851,-2.6032778078668515,98.99999999999999
-6,-1,-7,-6,-3.3542486889354093,-8.64575131106459,85.99999999999999
-1,0,10,-1,-1.0,-1.0,2.0
-3,-9,-3,5,-5.557438524302,7.557438524302,87.99999999999999
-6,-8,1,2,-4.82842712474619,0.8284271247461901,24.0
2,-1,-7,-2,3.3166247903554,-3.3166247903554,22.0
10,-8,-8,6,16.246211251235323,-0.24621125123532117,264.0000000000001
-4,3,6,7,-5.446221994724901,8.446221994724903,100.99999999999999
2,9,9,10,-3.8488578017961057,15.848857801796104,266.0
7,-7,-10,7,15.366600265340756,-1.3666002653407556,238.0
-10,2,9,9,-10.904326023342406,9.904326023342406,217.00000000000003
-1,0,-2,-2,-2.0,-1.0,5.0
2,-2,-7,-6,3.477225575051662,-7.477225575051661,68.00000000000001
0,8,10,-8,5.797958971132713,-13.797958971132712,223.99999999999997
1,8,8,2,-6.515609770940699,9.5156097709407,133.00000000000003
-6,10,3,-7,-1.0,-12.0,145.0
-1,9,4,7,-4.211102550927979,10.21110255092798,122.00000000000001
9,2,-3,-2,8.424428900898054,-1.4244289008980524,73.00000000000003
5,8,5,-4,8.262087348130013,-7.262087348130011,121.0
-8,-6,-10,-8,-0.25403330758516685,-15.745966692414836,248.00000000000006
4,-3,-7,-9,5.452986860293432,-10.452986860293434,139.0
-1,-7,-8,-9,3.4852813742385713,-13.48528137423857,193.99999999999997
6,10,9,2,13.695359714832659,-5.695359714832658,220.0
-6,-1,-3,-4,-7.0,-3.0,58.0
-8,8,4,-7,-13.178908345800274,-1.8210916541997264,177.0
4,-2,-6,2,6.605551275463989,-0.6055512754639896,43.99999999999999
3,5,4,-7,4.708203932499369,-8.70820393249937,98.0
-4,5,10,10,-6.949874371066201,12.9498743710662,216.00000000000003
-3,6,5,-1,-7.5677643628300215,3.5677643628300224,70.0
-1,-9,-2,6,-3.0,8.0,73.0
0,-1,6,-7,-1.0,-6.0,37.0
5,9,4,10,1.0,14.0,197.0
6,-9,-2,-2,7.830951894845299,-3.8309518948453007,75.99999999999999
2,-5,-5,9,-0.603277807866851,11.603277807866853,135.00000000000003
6,1,5,4,7.449489742783178,2.550510257216822,62.0
4,-7,-7,7,-1.6589105316381776,12.658910531638176,162.99999999999997
6,8,0,9,6.0,9.0,117.0
3,-9,-7,8,-2.8216584885466194,13.821658488546618,198.99999999999997
5,-5,-3,2,7.653311931459037,-0.6533119314590374,59.0
5,0,-1,9,9.0,5.0,106.0
-7,1,-9,8,-6.37386354243376,7.37386354243376,95.0
-6,-3,-4,3,-7.178908345800274,4.178908345800274,69.0
-8,7,5,8,-9.949874371066201,9.9498743710662,198.00000000000003
8,7,9,5,14.577747210701755,-1.577747210701756,214.99999999999997
10,0,-6,1,1.0,10.0,101.0
6,-5,-10,-6,9.273618495495704,-9.273618495495704,172.0
3,-6,-10,7,-3.0,13.0,178.0
5,-2,8,-6,3.274917217635375,-4.274917217635375,29.0
-10,2,9,-4,-12.196152422706632,-1.803847577293368,152.0
4,3,8,9,1.0,12.0,145.0
7,-1,-2,-3,7.196152422706632,-3.196152422706632,62.0
-6,-2,-6,7,-6.865459931328118,7.865459931328117,109.0
1,-4,-8,-1,5.7445626465380295,-5.744562646538028,66.0
-1,-5,0,-4,-1.0,-4.0,17.0
9,1,8,9,11.82842712474619,6.17157287525381,178.0
-8,4,-9,10,-5.708203932499369,7.708203932499369,92.00000000000001
-9,-8,-5,4,-11.569178573608527,6.569178573608527,177.0
-1,-2,-10,5,-3.3851648071345046,7.385164807134504,66.0
-5,-2,-7,-9,-2.7573593128807152,-11.242640687119286,134.0
10,4,8,5,13.684658438426492,1.3153415615735096,189.00000000000003
10,-7,-9,2,14.888194417315589,-2.8881944173155887,230.0
-10,6,2,-7,-12.274917217635375,-4.725082782364625,173.0
8,-10,-1,-7,8.639410298049855,-7.639410298049853,133.00000000000003
-2,2,3,-1,-4.0,1.0,17.0
-5,5,-5,6,-1.7912878474779212,2.7912878474779204,11.000000000000007
-1,7,7,-8,3.3262379212492643,-12.326237921249263,162.99999999999994
9,10,4,4,13.300735254367723,-0.3007352543677211,177.00000000000003
-7,-2,8,6,-5.623475382979798,4.623475382979799,52.999999999999986
0,-2,-1,7,-0.2749172176353749,7.274917217635375,53.0
9,2,-3,-4,8.520797289396146,-3.520797289396148,84.99999999999997
6,10,4,9,1.0,14.0,197.0
0,5,7,5,-3.9226162893325647,8.922616289332565,95.00000000000001
-7,2,3,-8,-5.0,-10.0,125.0
-1,-5,-10,3,-6.348469228349536,8.348469228349533,110.0
-3,8,3,-1,-7.0,3.0,58.0
6,-2,-5,0,7.358898943540674,-1.3588989435406735,56.00000000000001
-2,7,10,-9,3.5691785736085286,-14.569178573608527,225.0
0,-5,-3,-7,1.7201532544552744,-8.720153254455276,79.00000000000001
7,0,-6,4,4.0,7.0,65.0
7,-9,0,2,7.0,2.0,53.0
-7,-4,0,-7,-7.0,-7.0,98.0
4,-10,-8,3,12.45823643358446,-5.458236433584457,185.00000000000003
-5,10,5,-6,1.5887234393789136,-12.588723439378912,161.0
-4,-8,2,4,0.0,0.0,0.0
9,8,-8,-7,1.0000000000000013,1.0000000000000013,2.0000000000000053
-6,-10,-7,1,-11.569178573608529,6.569178573608527,177.00000000000006
-1,10,9,2,-9.104686356149273,10.104686356149273,185.0
3,-6,-7,3,9.48074069840786,-3.4807406984078595,102.0
-8,-4,-2,-6,-10.0,-4.0,116.0
-1,6,1,5,-1.872983346207417,5.872983346207417,38.00000000000001
2,3,9,4,-2.2915026221291814,8.29150262212918,73.99999999999997
5,2,6,-3,6.29150262212918,-4.291502622129181,57.999999999999986
10,-9,-6,-5,13.0,-8.0,233.0
-1,4,8,-7,2.4031242374328485,-10.403124237432849,114.0
-9,-2,-1,0,-9.2169905660283,0.21699056602830194,84.99999999999997
4,-3,0,-2,4.0,-2.0,20.0
4,-10,-10,8,-4.198039027185571,16.19803902718557,280.0
-8,-1,-3,4,-8.244997998398397,4.244997998398398,85.99999999999997
8,2,-10,-9,6.72841614740048,-7.72841614740048,105.00000000000001
5,4,2,5,7.82842712474619,2.17157287525381,66.0
-4,2,-6,6,-2.6055512754639896,4.60555127546399,28.000000000000007
0,5,-2,-10,-1.1270166537925839,-8.872983346207416,79.99999999999999
8,-2,-4,3,9.274917217635375,1.725082782364625,89.0
-5,1,4,-3,-6.23606797749979,-1.7639320225002104,42.0
-7,4,9,6,-9.345903006477066,8.345903006477066,157.0
2,4,9,-1,6.68465843842649,-5.684658438426491,77.0
0,0,-9,6,6.0,0.0,36.0
-7,-3,-2,-6,-9.0,-4.0,97.0
6,-8,-6,8,0.0,14.0,196.0
1,-4,-2,-5,2.1231056256176606,-6.123105625617661,42.0
-7,-1,-6,10,-7.345903006477066,10.345903006477066,161.0
-1,1,-1,2,-0.6180339887498949,1.618033988749895,3.0
-1,1,0,4,-1.0,4.0,17.0
1,8,7,6,-4.38986691902975,11.38986691902975,149.0
-8,-10,2,10,-6.810249675906654,8.810249675906654,124.0
4,-7,-5,9,0.07738371066743532,12.922616289332565,167.0
-6,9,1,-10,-4.39444872453601,-11.60555127546399,154.0
-3,-10,-6,-5,3.810249675906654,-11.810249675906654,154.0
10,-8,4,-6,7.65685424949238,-3.65685424949238,71.99999999999999
3,7,5,-5,6.141428428542849,-8.14142842854285,103.99999999999999
3,-3,-4,-3,4.58257569495584,-4.58257569495584,42.0
-3,0,-10,-5,-5.0,-3.0,34.0
5,9,1,0,6.405124837953327,-1.4051248379533272,42.99999999999999
4,5,2,6,1.6833752096446002,8.3166247903554,72.0
-8,9,0,10,-8.0,10.0,164.0
8,0,5,10,10.0,8.0,164.0
-8,-5,3,7,-6.922616289332565,5.922616289332565,83.0
10,-1,8,-7,9.5156097709407,-6.515609770940698,133.0
8,0,-9,-1,-1.0,8.0,65.0
0,9,5,8,-3.810249675906654,11.810249675906654,154.0
-6,8,10,1,-12.104686356149273,7.104686356149273,197.0
9,-5,3,0,6.7912878474779195,2.20871215252208,50.99999999999999
0,7,7,0,7.000000000000001,-6.999999999999999,98.0
10,1,-6,-2,9.477225575051662,-1.4772255750516612,92.00000000000003
-2,-1,8,-10,-3.17157287525381,-8.82842712474619,87.99999999999999
-4,-7,-10,4,-9.273618495495704,9.273618495495704,172.0
-3,1,7,4,-3.8874821936960613,4.887482193696061,39.0
6,3,3,7,3.45861873485089,9.54138126514911,102.99999999999997
9,7,5,-10,10.691514642799696,-11.691514642799696,251.0
0,4,1,-3,1.0,-4.0,17.0
9,-5,-8,2,12.72841614740048,-1.72841614740048,165.0
2,-9,-6,6,-3.6157731058639087,11.615773105863909,148.0
-5,-9,-7,0,-10.82165848854662,5.8216584885466185,151.0
9,-3,-3,6,10.854101966249685,4.145898033750315,135.0
9,9,5,3,13.348469228349533,-1.3484692283495354,179.99999999999997
4,5,10,-2,8.681145747868609,-6.681145747868608,120.0
-8,8,9,-6,-15.54400374531753,1.5440037453175322,243.99999999999997
-1,6,4,-3,3.0,-7.0,58.0
4,10,3,9,0.47920271060385033,12.520797289396146,156.99999999999997
-4,10,1,6,-4.916079783099617,6.916079783099616,72.0
-5,-1,9,4,-3.8541019662496847,2.8541019662496847,23.000000000000004
-3,-3,-3,1,-4.605551275463989,2.6055512754639896,27.999999999999993
-3,0,3,-3,-3.0,-3.0,18.0
2,-7,-6,-7,5.38986691902975,-10.38986691902975,137.0
7,-5,-9,0,11.06637297521078,-4.066372975210777,139.0
3,-6,-5,-1,6.8309518948453,-4.830951894845301,70.0
2,5,7,8,-1.6332495807107996,11.6332495807108,138.0
-1,4,4,-4,1.7720018726587652,-6.772001872658766,49.00000000000001
9,10,7,2,14.569178573608529,-3.569178573608527,225.00000000000003
5,-2,1,1,4.414213562373095,1.585786437626905,21.999999999999996
5,7,5,-4,7.933034373659254,-6.933034373659252,111.0
-7,-3,2,2,-6.274917217635375,1.274917217635375,41.0
8,2,3,-7,8.38986691902975,-7.38986691902975,124.99999999999999
-3,-3,-5,3,-4.898979485566356,4.898979485566356,47.99999999999999
-8,-1,-8,1,-8.815072906367323,1.815072906367325,80.99999999999999
10,9,-4,-7,7.520797289396146,-4.520797289396148,76.99999999999997
2,2,-1,7,2.4384471871911693,6.561552812808831,49.00000000000001
6,9,9,2,13.219544457292887,-5.219544457292887,202.0
6,-7,-10,-10,9.575836902790229,-13.575836902790225,276.0000000000001
4,2,6,-3,5.424428900898052,-4.424428900898052,48.999999999999986
7,2,3,-3,7.567764362830022,-3.567764362830022,70.00000000000001
-3,4,2,-4,-0.6277186767309857,-6.372281323269014,41.0
-6,6,5,-9,-1.8210916541997264,-13.178908345800274,177.0
7,3,7,2,9.720153254455276,-0.7201532544552753,95.00000000000001
0,10,10,5,-7.807764064044152,12.807764064044152,225.0
1,10,9,-10,6.465856099730658,-15.465856099730653,281.0
9,-2,4,-10,8.569178573608525,-9.569178573608527,164.99999999999994
1,-8,0,-9,1.0,-9.0,82.0
-10,2,3,-3,-10.772001872658766,-2.2279981273412344,121.00000000000001
-4,0,6,-10,-10.0,-4.0,116.0
10,10,-3,-5,7.6234753829798,-2.6234753829797994,65.00000000000001
7,-5,-6,2,10.520797289396146,-1.5207972893961488,112.99999999999997
8,-3,-2,6,9.64575131106459,4.354248688935409,111.99999999999999
-8,8,0,6,-8.0,6.0,100.0
8,-4,6,-5,5.772001872658766,-2.7720018726587656,41.00000000000001
8,-5,-9,-5,10.840770846134703,-7.840770846134702,179.0
-6,8,9,-7,2.0,-15.0,229.0
6,0,-7,2,2.0,6.0,40.0
9,6,-2,-7,8.21110255092798,-6.211102550927978,106.0
-3,-10,-1,7,-3.916079783099617,7.916079783099616,78.00000000000001
5,-3,-10,1,8.830951894845299,-2.8309518948453007,85.99999999999997
-3,5,7,-7,1.2449979983983983,-11.244997998398398,128.0
-5,1,-2,4,-4.772001872658766,3.7720018726587656,37.0
5,1,3,2,5.7912878474779195,1.20871215252208,34.99999999999999
-9,-8,-1,-2,-10.0,-1.0,101.0
9,-3,-1,8,10.302775637731994,6.697224362268005,151.0
-8,-6,-8,5,-11.0,8.0,185.0
-2,10,1,4,-3.358898943540673,5.358898943540673,39.99999999999999
-9,7,9,1,-13.38083151964686,5.3808315196468595,208.00000000000003
-7,5,5,-10,-3.2798467455447247,-13.720153254455276,199.00000000000003
-9,-8,10,9,-0.9999999999999982,0.9999999999999982,1.999999999999993
6,9,10,-10,10.409673645990857,-14.409673645990857,316.0
9,4,3,10,6.0,13.0,205.0
5,1,4,-7,5.324555320336758,-7.324555320336759,82.0
9,6,-3,0,6.0,3.0,45.0
-6,2,10,-6,-1.5278640450004204,-10.47213595499958,112.0
2,-5,-6,-2,5.8309518948453,-5.830951894845301,68.0
5,-9,-10,-3,11.295630140987,-9.295630140987,214.00000000000003
8,0,1,1,1.0,8.0,65.0
-4,10,4,-9,0.30073525436772286,-13.300735254367721,176.99999999999997
9,1,-10,-3,8.099019513592784,-2.099019513592785,70.0
6,-5,-8,2,10.6332495807108,-2.6332495807107996,120.0
6,2,6,-5,7.0,-6.0,85.0
6,5,3,2,8.358898943540673,-0.35889894354067353,70.0
3,3,2,-4,3.772001872658765,-4.772001872658766,37.0
1,4,8,0,6.178908345800274,-5.178908345800274,65.0
-8,8,9,-7,-16.0,1.0,257.0
-8,5,1,-3,-8.854101966249685,-2.1458980337503153,83.0
6,-4,0,7,6.0,7.0,85.0
-10,-8,-7,2,-13.59166304662544,5.591663046625438,216.0
-5,3,-6,5,-2.6457513110645907,2.6457513110645907,14.000000000000002
2,-9,-8,-3,8.345903006477066,-9.345903006477066,157.0
4,0,-2,-4,-4.0,4.0,32.0
2,-9,-3,-4,5.0,-7.0,74.0
5,-8,-1,-5,5.744562646538029,-5.744562646538029,66.0
-4,-9,0,2,-4.0,2.0,20.0
-7,-5,-1,7,-7.3484692283495345,7.3484692283495345,108.0
4,-3,-2,-6,4.567764362830022,-6.5677643628300215,64.0
-8,-1,0,0,-8.0,0.0,64.0
6,-7,-7,6,13.0,-0.9999999999999991,170.0
0,2,-1,-8,-0.2583426132260591,-7.741657386773942,60.0
-2,1,3,-10,-1.641101056459327,-10.358898943540673,110.0
7,6,-2,-2,5.372281323269014,-0.3722813232690143,29.0
-1,8,4,-6,2.684658438426492,-9.68465843842649,101.0
-8,9,5,-9,-1.773187976463145,-15.226812023536855,235.0
-1,-8,0,0,-1.0,0.0,1.0
10,10,2,-4,11.306623862918075,-5.306623862918075,156.0
6,-9,1,-1,4.302775637731995,0.6972243622680052,19.0
7,0,5,6,6.0,7.0,85.0
5,-5,1,0,3.618033988749895,1.381966011250105,15.0
4,4,5,-1,6.623475382979799,-3.6234753829797994,57.0
2,0,6,6,6.0,2.0,40.0
-6,5,3,-1,-8.109772228646444,1.1097722286464435,67.0
-4,2,9,-6,-0.6411010564593269,-9.358898943540673,88.0
-8,4,-7,4,-4.82842712474619,0.8284271247461898,24.0
3,9,8,2,11.0,-6.0,157.0
9,-5,-7,-9,10.77032961426901,-10.770329614269007,232.0
4,-7,-2,-4,5.477225575051662,-5.477225575051661,60.000000000000014
8,8,-5,-5,3.0,0.0,9.0
9,4,4,9,13.0,5.0,194.0
-6,9,0,-6,-6.0,-6.0,72.0
-7,1,-9,2,-5.854101966249685,0.8541019662496845,35.0
-1,-2,-1,-4,-0.4384471871911697,-4.561552812808831,21.000000000000007
10,8,10,-9,13.547988350699889,-12.547988350699889,341.0
9,-1,-9,-9,9.486832980505138,-9.486832980505138,180.0
6,5,5,3,9.720153254455276,-0.7201532544552753,95.00000000000001
-4,10,0,-10,-4.0,-10.0,116.0
4,7,1,6,2.1715728752538097,7.82842712474619,66.0
-10,0,-10,4,4.0,-10.0,116.0
10,-1,-4,-9,10.208243919473798,-9.2082439194738,188.99999999999997
-1,-7,1,8,-0.14005494464025858,7.140054944640259,50.99999999999999
-5,-1,-1,-3,-5.414213562373095,-2.585786437626905,36.0
-10,2,-2,-1,-9.531128874149275,-1.4688711258507252,93.0
9,7,0,-2,9.0,-2.0,85.0
5,-9,-9,1,12.219544457292887,-6.219544457292887,188.0
-4,-9,-10,8,-9.224972160321826,13.224972160321823,260.0
4,1,-6,9,6.0,7.0,85.0
-4,10,-1,3,-2.0,1.0,5.0
9,7,-5,-8,6.603277807866853,-5.603277807866852,75.00000000000003
5,6,2,3,7.605551275463989,0.39444872453601043,57.999999999999986
-4,3,4,1,-5.772001872658765,2.7720018726587656,41.0
-9,-6,2,9,-8.306623862918073,8.306623862918075,137.99999999999997
-3,3,4,0,-5.274917217635375,2.274917217635375,33.0
9,-8,-6,-2,12.345903006477068,-5.345903006477066,181.00000000000006
-10,6,-9,9,-6.520797289396148,5.520797289396148,73.0
-5,-3,5,8,-3.7201532544552744,6.7201532544552744,58.999999999999986
-10,-8,-8,-6,-16.246211251235323,0.24621125123532117,264.0000000000001
1,1,9,2,-1.5413812651491097,4.54138126514911,23.0
9,-2,-4,-7,9.485281374238571,-7.48528137423857,146.00000000000003
0,2,2,9,-0.42442890089805196,9.424428900898052,89.0
4,10,2,0,6.898979485566356,-2.898979485566356,55.99999999999999
8,-3,9,-3,4.302775637731996,0.6972243622680048,19.00000000000001
-1,5,8,0,-6.844288770224761,5.844288770224759,81.0
4,3,0,-1,4.0,-1.0,17.0
0,-5,-9,0,6.708203932499369,-6.708203932499369,90.00000000000001
-5,6,-1,-10,-7.0,-8.0,113.0
-8,-3,-3,9,-8.513878188659973,9.513878188659973,163.0
