a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,eig1,eig2,eig3,eig4,sum_squared
8,-4,7,-1,-3,-9,-4,-3,8,-5,-10,0,9,-7,1,-2,11.716479594181857,-15.15113756861693,-0.5153971603712205,-9.049944865193723,449.0000000000001
7,1,10,-7,7,-4,-9,-9,2,-7,-6,1,0,-8,0,-2,-16.171182453338687,9.813967958861554,6.605574235979949,-5.248359741502836,429.00000000000006
3,1,-1,-3,-8,2,5,2,2,8,7,-3,-10,6,-2,-1,11.487034033890891,7.375737436450846,-3.0000000000000004,-4.862771470341749,218.9999999999998
-4,7,8,8,6,3,-2,5,-1,-2,1,-2,5,5,10,-9,-12.933154143778957,-6.524411806143008,7.288544087157199,3.1690218627647737,273.00000000000034
5,1,-2,7,0,9,0,9,1,7,-9,-7,-7,10,3,2,14.108458227857108,-0.12226170162959546,-2.1640031653895524,-4.8221933608379715,227.0000000000001
9,8,10,0,9,-6,9,1,5,-1,10,-5,1,-4,-1,5,19.05442825318159,-8.483773789712071,5.632582917199126,1.7967626193313522,470.0000000000003
-1,1,0,8,-6,-8,8,-5,6,2,-4,8,8,1,0,6,11.065618765940986,-2.3639426424127445,-9.209613239295122,-6.492062884233116,254.99999999999983
-10,-9,1,-7,-4,6,-6,-9,2,-3,7,-7,-5,-2,-1,-7,-17.579637998418807,12.255168031428804,-1.0538760297067928,2.3783459966967877,465.99999999999915
9,1,-3,-10,2,8,2,-8,-10,3,10,-10,-6,-6,0,8,19.346431108915873,14.751414234077295,-1.6351201609559844,2.5372748179627824,600.9999999999989
-8,2,-6,0,6,8,9,1,-6,6,8,0,-9,-5,10,-8,15.551502654262997,3.665562345230694,-11.85203693369555,-7.365028065798148,449.99999999999994
-5,4,0,-4,8,-6,-7,-10,5,1,9,7,9,-9,2,1,-12.78008584094923,-4.3580093774161925,10.937679820342487,5.20041539802295,328.9999999999999
0,-1,-1,-7,-2,-1,2,-10,5,8,1,-6,-6,-4,1,3,-9.415223370049404,-1.2474082956687063,8.48416026283889,5.178471402879217,188.99999999999986
6,3,2,8,-5,1,2,-8,5,10,-1,-1,7,-8,2,5,14.62532417398471,7.315465206551873,-4.5394206082026,-6.4013687723339885,328.9999999999999
-7,0,6,-10,1,-8,8,-2,8,8,7,9,0,-10,10,1,14.43605003703709,-18.500409585498826,-6.568129631412638,3.632489179874379,607.0000000000005
0,-1,0,-3,6,-5,-4,-6,-7,-4,5,-7,-8,3,-7,10,-6.853775364100878,-2.392032502648174,5.034691670258917,14.21111619649013,280.0
3,0,-3,-3,-6,5,-4,-10,-6,-8,2,9,6,-10,8,-7,15.328272549352773,6.784412766755305,-5.596012238331552,-13.516673077776534,494.99999999999955
-1,-5,3,3,-2,5,2,3,10,0,-9,9,9,8,1,6,12.004929670171167,6.160183706187772,-11.191506832263684,-5.973606544095225,342.9999999999993
10,2,-9,-2,2,1,-10,2,-3,-7,0,-5,2,9,-6,2,16.566972654860535,7.5344965107890465,-6.586463930694654,-4.515005234954901,395.00000000000085
-4,-1,8,-9,-9,5,1,-3,-1,4,5,-7,-6,6,-1,-7,-9.41093635682369,-5.2663889598829225,7.601817394146127,6.075507922560476,211.0000000000004
6,-6,-8,8,-4,1,-10,-8,-1,-5,5,3,-3,-5,0,-7,-9.563328305154435,-4.640386487611199,7.408887486365238,11.79482730640039,307.0000000000003
-5,2,8,-6,-10,6,-9,1,7,-4,-6,8,5,1,8,8,-13.87005081783542,-1.8772707662666914,10.671064255109636,8.076257328992497,375.00000000000006
6,8,-5,9,7,10,-1,-10,-10,4,-5,-4,-1,-7,3,-3,16.533804727320025,6.4523452871214655,-12.221087031684032,-2.7650629827574473,471.9999999999997
-10,10,-9,8,-1,-7,6,5,-6,-1,0,-10,2,9,-9,-10,-20.024388181923804,-13.183475425035326,7.162938355322998,-0.9550747483638579,626.9999999999998
-2,-8,6,-2,0,3,-1,-7,5,5,1,-5,-4,-3,-5,-4,8.355765085876168,3.6777866755586035,-8.77529620734171,-5.258255554093077,188.00000000000006
-2,9,10,6,-1,4,1,-6,3,-1,9,-10,5,-7,-6,-2,-13.555075313623979,3.3480626417925743,5.7567062435877325,13.45030642824367,409.0000000000002
2,-8,-4,-6,-9,7,3,9,-9,-6,2,-4,-1,9,-4,7,19.8598915578565,7.031302765198306,-6.521509068272617,-2.369685254782207,491.99999999999943
-9,7,10,8,9,2,7,8,-3,4,10,7,-1,4,-1,7,-11.240102250458492,1.3585586105864624,4.276121294582672,15.60542234528935,390.0000000000002
6,-3,2,-6,-8,8,-6,7,-5,-2,6,0,4,8,5,-10,-10.105757131707792,-1.3404678220615005,13.731977414790304,7.714247538979008,351.9999999999999
-6,2,-9,1,-5,-8,-1,9,-7,-1,-4,7,10,3,7,-10,-20.41688584542951,-8.765619319550016,-0.30750519545443555,1.4900103604339507,496.0000000000003
4,0,-7,0,1,9,-3,7,-5,-2,6,-6,5,2,2,10,15.480013296630958,1.755487159315559,7.764499544053475,3.999999999999998,318.99999999999966
2,-10,-1,10,-8,-1,8,-4,6,1,-3,7,-8,-7,10,-3,-11.66615297029811,-4.521205716127595,6.986711388193828,4.2006472982318686,223.00000000000028
3,7,2,-7,7,8,-7,-5,1,-2,2,3,4,3,7,-9,11.538479497982888,4.445627607778742,-2.8863753269211,-9.097731778840538,243.99999999999986
-8,7,8,7,4,-5,-7,-1,1,-6,9,-6,5,7,4,-3,-13.841059392049763,-6.3134397946202405,3.0385260636278937,10.115973123042117,342.9999999999999
6,-8,6,10,-3,1,2,1,-6,-10,6,-6,10,-3,-9,-6,-11.778209158468247,13.068623754935881,6.109418596641472,-0.3998331931090923,347.00000000000017
8,6,-5,-6,2,6,-9,7,-1,-3,-3,7,1,10,-6,-7,11.309093314069255,6.398775237952478,-3.165624788719485,-10.542243763302242,290.0
2,-7,-10,0,-2,6,9,0,-1,6,-8,8,-8,-5,9,-5,-16.094235943521753,12.950320373026996,-1.4487373873297213,-0.4073470421755238,429.00000000000165
-9,-10,-7,-2,0,-5,5,-1,-8,-1,1,-10,-1,-1,-7,-2,10.221719022242064,-11.849931567774277,-10.199668919649463,-3.1721185348183454,358.99999999999994
-5,-4,-5,-2,10,6,6,4,-10,3,-9,9,-4,2,10,-4,-17.624262951024818,-4.2774475724697245,0.0484649237404501,9.853245599754096,425.99999999999983
-10,3,-3,-10,6,10,-7,-5,-10,-8,10,-9,6,-2,-3,8,-7.830305261116442,-2.985355256378456,18.913539302904,9.902121214590874,525.9999999999992
-7,0,5,5,-4,-5,-1,8,9,4,-7,-5,8,9,1,-5,-18.8463949260352,4.627005127578785,-1.7618826641430023,-8.018727537400569,443.99999999999943
-10,-5,-2,3,3,-4,-5,8,-8,-6,-5,-3,2,2,-10,8,13.022890273268425,-9.868833088588964,-8.46299305912711,-5.691064125552355,371.0000000000004
-10,7,9,-7,0,-7,8,-7,-6,10,2,-7,-1,7,-8,8,11.184814668537284,-11.727746342365684,-0.6292053194054154,-5.827863006766181,297.0000000000003
-9,6,8,-4,6,6,5,-3,8,7,2,3,7,2,-1,3,13.655404310601382,-11.687451297046202,1.2269945474826496,-1.1949475610378342,326.0000000000002
9,10,-1,9,-7,-3,5,-9,8,4,-3,6,2,-8,-1,2,-5.000000000000035,-4.347763486246349,9.194747169002694,5.153016317243686,155.00000000000009
0,-10,3,-9,1,-7,1,-10,-1,-7,-9,2,-3,-9,-8,4,-15.279954081441527,7.094971077757974,1.0000000000000002,-4.815016996316452,308.00000000000006
-10,-7,9,10,10,-7,4,-8,-5,3,-9,10,5,-8,9,-5,-16.738268402845428,-13.021399123797353,-2.423541323958597,1.1832088506013563,457.0000000000005
2,7,7,-5,2,-5,1,-4,3,-2,-8,4,-4,-4,10,8,12.743647944489515,3.789464592532976,-11.69893207006417,-7.834180466958324,375.0000000000003
-2,-3,-1,-3,5,0,-3,7,-4,-8,-3,-6,-6,8,6,3,7.518574516289605,0.6188195842898829,-2.266490777558557,-7.870903323020927,124.00000000000003
-7,-3,5,-5,-10,5,-10,9,5,-7,-9,3,-5,9,1,-6,15.317905012519468,-17.55508173922035,-9.28015012014236,-5.482673153156745,659.0000000000008
-1,7,7,1,8,8,-2,-10,1,-9,-9,-6,-10,1,-6,3,10.94028296640482,7.571477590149018,-5.702025597563923,-11.809734958989932,348.9999999999994
5,5,-7,-1,6,4,7,-9,-3,-1,-10,7,5,-1,-6,-2,-9.871586643020745,7.0000000000000115,-2.360239360553323,2.2318260035740645,157.00000000000026
3,-2,8,2,-8,7,-2,5,7,-4,7,3,-1,-1,-5,-8,15.794627497617295,-5.621767583469903,-2.2047116476102033,1.0318517334627972,286.99999999999966
-1,6,-1,-4,0,-8,-3,-8,2,-5,6,-9,-4,-5,-10,-1,13.139582142368408,-15.134365878192764,-3.8567195924104243,1.8515033282347895,419.9999999999991
8,-6,-10,-10,5,6,-4,-1,-7,-7,2,2,-8,0,7,9,21.458135793040363,-3.703657188673012,1.5512224325474802,5.694298963085186,509.0000000000008
1,-5,5,-9,-1,-7,-6,-6,-4,-9,8,7,-4,3,4,9,-8.661761748650763,-3.6958953604298648,13.006263690746906,10.351393418333707,365.0000000000002
6,-1,-6,-6,0,-1,-8,-2,-6,-10,-6,0,-10,5,-3,5,-14.484202985251255,13.349110897185332,-1.2288019879728043,6.363894076038722,430.0000000000002
-6,-6,6,-7,0,-5,1,0,-2,9,2,4,-8,-6,8,4,10.26212813867724,1.226969302758232,-10.274093642477403,-6.215003798958067,251.0
-5,5,-5,9,10,2,1,-3,-8,2,-10,-1,4,0,5,10,-17.430151725611985,-2.6080961250100647,5.41777740200544,11.620470448616615,474.99999999999983
1,-4,-8,1,-5,8,-7,-1,-3,-1,5,0,-7,2,9,-8,-7.229169281723004,-4.805937336016897,8.948479211522889,9.086627406217007,238.0
-4,0,-9,6,4,10,-10,2,-5,-9,-9,9,-1,7,1,8,-16.130552002414973,-2.8197054564295154,14.21646059506596,9.733796863778498,564.9999999999994
-8,9,-2,-6,7,-2,-2,-9,-5,-7,-10,2,-6,3,3,8,11.922778824935985,-13.523760579330844,-10.532681473682532,0.1336632280773972,436.00000000000017
-6,3,-10,-4,2,2,-10,4,-9,-3,-3,3,-7,2,-6,3,-14.576910011963417,9.165685607464212,5.6304535544312415,-4.219229149932027,345.99999999999943
7,10,10,4,8,2,5,4,0,2,10,3,2,-3,0,3,-3.9069512248762024,15.858838686046637,2.130037881437887,7.918074657391681,333.99999999999983
-9,3,-6,-4,4,10,8,10,-5,9,-7,3,-10,-3,9,-5,13.933155805470655,1.2215019279447552,-16.187155370264975,-9.967502363150428,557.000000000001
4,-1,1,-3,-7,-4,-8,-3,2,2,5,5,-9,-8,4,6,12.753292455542848,5.230554933547234,-5.309582140663123,-1.674265248426945,221.00000000000037
-6,-4,-9,7,-1,10,8,9,-1,-4,2,2,0,8,-4,-9,11.259389728166195,4.052550036838901,-8.891950783197995,-9.419988981807096,310.9999999999999
2,-9,9,3,-1,4,10,-1,10,10,-2,-5,10,-8,1,6,-15.895481695375814,4.363476840640745,7.565993442927203,13.966011411807864,524.0000000000006
8,-5,10,-1,-7,-2,-1,-6,5,0,-7,1,-1,-9,10,8,14.694683046947482,9.586755777539695,-12.092989671747995,-5.1884491527391825,481.00000000000006
-4,0,-9,7,-4,-8,5,-7,-8,-7,2,10,3,-1,3,6,-11.737820134876701,-7.332538427330307,5.969994771810126,9.100363790396893,309.9999999999996
5,-2,-8,-6,-4,2,-9,0,-10,-6,-7,4,-1,-7,-4,-6,-14.958868469191874,-5.698838879804746,10.00572658696803,4.651980762028584,377.99999999999994
-8,-8,-1,-6,-8,-5,-1,-3,-7,-5,2,8,-1,1,1,-5,-15.112964681151247,3.947724040763348,1.8444464787541188,-6.6792058383661965,291.9999999999995
0,8,-5,-10,8,9,-1,1,5,-6,-7,-9,-6,3,3,2,14.266092234694227,-9.47447030618257,0.6995638870192059,-1.4911858155308806,296.00000000000006
-6,-5,-2,0,4,-5,6,-10,-2,7,10,-5,3,-9,-1,-10,-15.76962157001858,-7.086467778388004,-2.251734743530857,14.10782409193742,503.00000000000057
7,7,-8,-4,-6,-10,7,-4,-8,8,-2,-8,-8,2,2,8,10.757650672131279,8.744562646538007,-2.7445626465380317,-13.75765067213126,388.99999999999994
6,6,4,4,0,-4,6,1,8,8,-4,9,-2,-7,8,2,-13.924483122341917,11.837868133836347,-1.169910385485747,3.2565253739913183,345.9999999999996
6,-4,-2,7,-9,6,10,3,6,0,-10,-10,9,4,-9,1,-18.175162015375395,0.5399133168767855,12.249622654200685,8.385626044297931,551.0
-9,-2,-10,-2,-1,-9,8,3,-8,5,8,-2,-9,-7,0,-3,13.623526524564069,-3.538934959384552,-13.59488932761605,-9.489702237563467,473.00000000000074
5,-6,-9,4,-5,-3,-9,-7,-7,1,-10,-2,4,-3,6,4,-14.21640639122917,11.459158605631101,-4.732899963218881,3.4901477488169657,368.00000000000034
-1,2,0,5,4,7,1,-8,10,1,-10,-6,9,-3,-6,7,-13.828465632348705,-3.243676471962652,6.585950991030916,13.48619111328046,426.9999999999993
3,6,-10,-7,-5,4,10,2,-2,10,-4,-5,-2,-5,0,-5,10.795640675475749,2.819520077497802,-5.859783381418019,-9.755377371555523,254.00000000000006
9,-1,-10,-8,3,10,5,8,-10,-2,-9,7,-5,6,-3,9,19.247180704207466,12.299973481174026,-11.300561687163416,-1.2465924982180776,650.9999999999997
1,10,7,-7,-5,9,10,9,9,8,-8,9,-3,10,5,-10,16.63527452482583,4.695839657893387,-17.40960535908202,-11.921508823637195,744.0000000000005
6,7,3,-3,7,-2,-10,-5,-5,-5,-4,6,-2,0,10,7,15.974829758114964,4.857636410117368,-3.008572495048825,-10.823893673183507,404.99999999999966
3,-2,-2,3,9,-10,4,10,0,7,9,-2,-6,4,4,-9,-13.765716535812302,10.20316074711999,1.40318017269886,-4.840624384006546,319.00000000000034
-6,-9,-9,-3,-3,-6,7,5,0,3,-3,9,-1,0,8,7,13.156264638111114,-1.2865333905583758,-11.323105999572023,-8.546625247980721,376.0000000000001
5,-2,0,1,3,4,-6,-1,7,-3,-3,-7,8,0,-5,-10,-13.872441265431728,-1.410463119362629,4.663188054278322,6.619716330516039,260.0
-6,-10,-8,-8,-8,-4,-10,-1,9,-6,10,5,5,-7,6,2,-12.036731229909362,11.053242793519962,4.183613774970155,-1.2001253385807626,285.99999999999994
8,-10,-9,3,-7,6,6,-3,-10,6,-3,2,-9,6,-4,5,19.080187905603317,-6.234445227756385,-0.8828970056387812,4.037154327791855,419.9999999999999
-6,7,7,-9,4,-6,9,-7,-3,7,10,4,1,-4,5,-3,12.955027213968439,-13.015660592714301,-7.447693852551508,2.508327231297364,399.0000000000002
-7,7,1,0,10,-9,9,10,3,1,-9,0,-6,3,4,9,9.696286020443477,2.297786896893669,-17.523235087193463,-10.470837830143706,516.0000000000006
9,-10,2,5,-9,3,8,1,5,-2,0,10,1,-7,8,-1,15.325515357695561,7.6344314450466255,-10.996140851213143,-0.9638059515290002,415.00000000000045
7,1,2,5,6,9,10,0,-6,4,-10,6,7,-2,6,-8,-17.176778635358716,11.86499307186133,7.254832561174443,-3.943046997677042,503.99999999999983
-7,3,-2,6,3,8,-9,3,-2,-6,4,-5,5,0,-2,1,15.194575530948857,-10.03137484615232,2.882773470896939,-2.045974155693485,344.00000000000006
3,-10,-9,2,-3,-2,-1,9,-1,5,-2,-5,1,6,-1,0,-7.668533334260827,-7.031595115928066,8.415871820418586,5.284256629770302,206.99999999999991
-1,7,3,-8,6,-7,-9,4,-5,-2,-4,-1,-9,9,3,-5,5.49793300012436,2.9259130100940105,-16.52150256247886,-8.902343447739513,391.00000000000006
-1,5,-4,3,9,4,-1,-3,-9,6,-2,-2,4,2,-2,-7,8.637200982404908,2.964111407141182,-9.72523821882627,-7.876074170719822,239.99999999999986
-3,3,-5,7,3,-3,-7,1,-6,2,8,1,7,-5,-5,6,-7.371989210062967,-2.8336860250296003,12.094550606406962,6.11112462868559,245.99999999999943
-5,-6,5,-8,-6,-8,4,-9,4,2,-9,7,-1,-7,-9,9,-16.62174596499167,9.26604417230686,0.08722671819756875,-5.731524925512754,395.0000000000003
2,5,8,1,5,6,4,-4,8,10,-6,4,4,-10,4,-8,14.436851077188775,3.3844873530246606,-9.227900679721392,-14.593437750492054,517.9999999999998
10,-3,-9,10,9,-8,-9,0,-7,3,3,-1,9,-7,-4,-1,16.37142830604703,-9.887529409261937,1.1168871860755614,-3.600786082860655,380.0000000000004
8,-7,-7,0,-5,8,8,10,0,7,6,3,7,3,2,-2,-6.530884711053877,-0.2839147362918053,10.264932332214803,16.54986711513087,421.9999999999999
-2,-6,-2,2,-9,-8,-4,10,1,7,-2,2,0,2,-3,10,-11.592432303469241,-3.2337887316029197,3.1802982195069296,9.645922815565235,248.0000000000001
7,9,-9,-4,4,8,-9,-9,-9,0,-5,3,-1,-10,8,0,21.8681313485396,2.8362795842412654,-9.962808749445209,-4.74160218333567,607.9999999999997
-1,10,1,10,4,-8,10,9,-7,-4,-10,-3,6,9,0,-4,8.2979717903956,-14.582479765910671,-12.085420302754939,-4.630071721729984,449.0000000000002
-7,-3,7,-7,-10,-5,2,-9,8,1,3,-2,-1,-4,-2,4,-15.727537779619045,-3.4518521079002698,4.944732983176557,9.234656904342772,368.99999999999966
3,-5,10,-4,-5,3,-7,9,8,-1,2,1,3,2,8,-2,-7.501513239059868,-5.252922340803099,12.399607493964242,6.354828085898739,278.0000000000004
3,10,0,2,7,-4,6,0,-5,3,-5,3,8,-8,6,9,-14.34280501151177,11.601134364589287,5.88863542847425,-0.14696478155177972,375.0000000000003
-9,6,-1,-10,2,3,6,-1,9,4,10,6,2,-3,-4,6,13.098121264874209,-4.37988989214748,2.434528433352598,-1.1527598060793283,197.99999999999991
7,-7,-8,5,-3,-3,-7,5,-7,-5,-5,7,1,-3,3,-4,-14.570409403484788,10.525909620619563,2.797299978142602,-3.7528001952773606,344.99999999999983
-9,-3,0,6,-1,-4,-5,-2,8,-6,-6,-8,-7,1,-5,10,-10.860675104341489,-9.20395837746526,9.214695688028783,1.8499377937779524,291.0000000000002
2,-6,4,7,-6,7,-1,7,-4,-1,-7,-2,2,5,2,-8,11.305343332758994,-12.584019411120115,-1.7749069768567538,-2.9464169447821473,298.0000000000002
-7,-4,-9,-2,-6,-1,-2,-3,-8,8,7,3,0,-9,10,-9,12.29736478865236,1.9447406434721815,-10.51591016891587,-13.72619526320868,454.0000000000001
6,-7,-2,9,-1,6,-6,-5,6,-3,6,-2,8,-6,-10,6,-5.390713293175365,2.1176236384475327,15.703568129029813,11.569521525698018,414.0000000000001
4,2,-10,-9,5,-7,9,-10,-5,5,5,-5,4,-4,-4,1,-12.491063417884975,13.218409466348616,3.9349434088118236,-1.6622894572754685,348.9999999999997
-5,10,-9,8,2,-1,-1,4,-6,9,-4,2,9,10,0,10,16.825595474574367,-13.91996690474145,1.277800994097714,-4.183429563930644,496.0000000000007
2,-5,6,5,-6,7,-7,4,2,3,-2,-3,3,10,-4,-8,-13.476346655484644,9.92250411338305,3.8913941697610506,-1.3375516276594774,297.0000000000005
-3,10,-6,4,-3,2,-5,-1,-10,-2,-6,1,2,-5,5,1,-10.647887219075153,6.343679028949173,1.4911615138012229,-3.1869533236752385,166.0000000000001
4,9,8,3,-1,-5,-9,-4,10,-8,-3,7,4,0,-1,10,-16.082821749733256,11.329526809718185,4.612451552488157,6.140843387526903,445.99999999999943
4,5,-1,-1,9,8,-7,-9,-2,0,-8,-4,-5,-10,1,7,19.29193235659996,3.2557260075102388,-2.6475384673829256,-8.900119896727269,469.0
7,6,-8,9,-7,0,7,8,-3,2,7,-10,9,6,-8,-4,-13.486392957264723,17.626346850203127,0.25990774421073365,5.600138362850887,524.0000000000002
-4,8,-8,10,7,10,7,10,-5,9,3,-4,0,10,-6,2,-12.704963242746683,-6.266992391584612,19.73727517110563,10.234680463225658,694.9999999999994
-7,-2,1,8,3,7,6,7,6,-2,1,8,4,7,6,3,15.646545728889693,1.5759909535978216,-8.519686679564456,-4.702850002923058,341.99999999999994
8,7,-1,-7,5,8,0,-1,5,4,6,-9,3,-3,4,-10,12.71247318337667,-5.183900832001302,5.195727770011162,-0.724300121386507,216.0000000000004
1,-1,4,1,-10,-1,0,9,8,4,-8,5,9,10,5,-1,4.728283565125706,9.886309133629961,-12.006961166013877,-11.607631532741784,398.9999999999998
0,-3,9,6,2,9,1,0,10,2,-2,-4,-1,10,1,-3,9.881213170269135,7.429641899862994,-8.167481795744049,-5.143373274388074,245.9999999999999
-1,-6,7,-9,3,10,-4,-3,-7,-6,6,-5,-10,-8,-1,2,-7.687556149549078,4.150434995388006,11.969839088413044,8.567282065748042,293.0000000000001
8,10,-8,-10,10,-1,-7,5,1,-1,-8,-3,-6,5,-7,5,15.831030555422888,9.313480516375657,-11.815714017645403,-9.328797054153133,564.0000000000003
-10,0,-5,-5,9,9,7,7,-4,5,8,1,7,-7,-9,-2,8.090169943749475,7.000000000000019,-7.000000000000003,-3.0901699437494754,173.00000000000028
-6,-6,8,4,-4,-7,-4,-4,-1,-7,7,-5,10,-10,-9,-8,-17.66243464702486,-10.798614043548145,6.033157972262119,8.427890718310875,536.0
-6,4,6,-7,-3,1,2,-2,4,0,4,4,-7,5,-1,-9,-13.79228540930172,5.535913292913168,0.8024632311044207,-2.546091114715857,227.9999999999994
0,4,-6,3,-1,-5,3,9,-7,3,-8,7,9,0,1,5,8.946916487795871,-13.540342531908516,0.14190087435351703,-3.5484748302408566,275.9999999999995
7,5,5,-2,6,-2,6,-1,4,-3,6,-3,6,2,-3,-9,10.648774253540154,-9.029100529571265,-3.6181584401810976,3.9984847162122223,224.0000000000002
-2,1,10,7,0,-6,-2,-3,7,6,2,-5,-4,-9,-9,1,9.659793273964448,2.2203849290503794,-6.404397991792009,-10.475780211222816,248.99999999999991
10,5,-8,6,-9,2,3,-7,-5,9,-2,3,6,-3,8,10,14.398454454050515,10.913542781635396,3.4049598860605292,-8.716957121746434,414.00000000000045
7,-9,1,-2,-4,-3,-5,1,-3,-1,-7,-1,-4,8,-8,1,10.600599532059055,-9.726725886864699,1.7948210750828129,-4.668694720277184,232.0
6,-1,1,8,-3,5,7,9,-1,10,0,-5,7,2,0,3,-8.790533441569496,-0.9720281224828989,11.029219428876962,12.733342135175427,362.0000000000002
-7,-3,-9,3,-3,3,-3,7,-3,-1,-7,0,3,5,-1,4,-13.543217614093667,9.570828174467383,0.6538307431668429,-3.6814413035405495,289.0000000000001
1,8,10,-7,0,-6,9,-5,9,5,0,-2,-9,-7,5,-7,14.941683534668213,-15.316987334482567,-7.624696200185653,-3.999999999999999,532.0000000000001
1,-1,-8,-4,-9,-3,2,4,-10,-9,7,8,-4,-9,5,5,-8.856886031678684,-0.24686171590282743,11.135862528021583,7.967885219559928,266.0000000000003
4,1,-5,9,-6,-4,-3,-1,-4,-4,3,-7,10,-1,2,-4,12.248711668785022,1.377820515680907,-8.745563409470117,-5.880968774995807,262.99999999999983
3,9,-6,6,3,5,9,-5,-6,7,7,4,8,-7,-5,10,-10.874980870770022,14.977580814850489,10.616329748528477,10.28107030739106,561.0000000000001
4,-2,-4,1,-3,-1,-9,3,-2,-10,5,-6,-3,9,-10,6,18.512142701502455,5.358396894725409,-9.050751504880239,-0.8197880913476143,454.0000000000008
-9,-4,6,0,-1,-10,8,-10,9,9,-5,5,1,0,7,-4,-22.316902308958426,3.252871190572126,-3.1547954933649747,-5.7811733882487015,551.999999999999
10,-2,-10,2,6,5,1,-9,-7,2,-5,6,5,-2,4,-9,-15.784546702023897,11.803487638470841,7.692466203958845,-2.711407140405797,455.00000000000006
-7,-2,-7,-8,1,10,0,0,-3,-2,-5,-8,-1,2,-2,7,-11.812970775686367,-1.474690945091883,9.316634885855484,8.971026834922773,309.0000000000001
5,6,-3,10,1,4,-6,-1,4,-2,4,4,5,-3,8,2,12.837251232504476,7.7525489136438495,-3.9084604212775997,-1.6813397248707271,242.99999999999997
1,6,-1,1,9,6,9,1,-3,7,4,-2,10,3,-3,3,-7.757585656703704,-1.011337053148885,14.513769701846806,8.255153008005797,340.00000000000045
0,2,-4,0,1,0,-5,-2,0,-10,8,5,6,9,-4,-10,9.69836687830636,1.354820766146205,-8.862539748906114,-4.190647895546462,191.99999999999966
0,-3,4,8,3,-7,-3,1,7,-2,-7,-5,3,2,-3,9,11.396164891019067,2.2286372930367264,-10.478371373635696,-8.146430810420116,310.9999999999999
8,-9,-7,7,5,-4,-1,-5,-10,7,3,-1,2,-5,-1,-9,11.33700587619677,-12.307817159256155,-2.1669139144068614,1.137725197466246,286.0
-10,-5,8,6,-10,4,3,-8,-1,-4,7,-7,9,1,-4,3,-15.223409942259044,2.5501817365895283,9.877083745691554,6.7961444599779615,381.9999999999997
6,1,8,-2,0,-10,6,8,2,1,1,2,-5,2,10,0,-11.531016360610362,-5.933876931335854,7.55508985557207,6.909803436374167,272.9999999999999
9,-9,10,1,6,6,-3,-4,7,-3,4,3,5,-5,4,-7,-7.943632861409045,-1.3030570674499187,13.406313054039298,7.840376874819646,306.0
3,10,7,-8,5,0,2,-2,3,4,8,-9,2,7,-9,-8,14.751171436978773,4.759548470918009,-5.057884101706926,-11.452835806189844,397.0000000000002
-5,7,-7,8,-5,-10,-7,-10,6,-7,10,-4,-3,-8,1,8,-12.902055616322919,-0.570238841950909,4.080214952474959,12.39207950579887,336.9999999999999
-9,10,4,0,8,-10,-8,-10,-2,10,3,5,-8,-2,6,6,9.585638578858545,-13.683915726615883,-5.544200693362714,-0.35752215887996075,310.0000000000005
-3,-6,-9,10,-5,-3,1,-1,7,-4,-2,-1,9,-5,-4,1,-9.344033348990461,6.736640947464606,-3.722607956476233,-0.6699996419979071,147.0000000000002
4,4,1,-10,-3,9,-5,9,-9,7,-8,9,-8,8,-5,0,-9.756464801876206,-2.8364524185977937,10.37926688724917,7.213650333224829,263.00000000000034
4,-7,-6,6,-7,0,8,3,-5,-1,-1,7,6,-9,2,1,10.63653191426797,-9.317959244129389,2.4463352319325375,0.23509209792888983,206.0000000000004
-9,-3,2,10,-2,-4,-6,-3,-3,-8,-1,-3,10,2,8,9,-14.248622997051461,11.495756889617583,-7.340459693353191,5.093325800787062,414.9999999999999
-7,-1,-7,7,2,-3,-10,5,-5,1,5,0,0,8,1,-6,7.404096556637541,0.1320439663849412,-6.237586321089253,-12.298554201933234,244.99999999999994
-7,9,4,-5,4,4,6,9,6,6,10,1,0,5,2,6,17.9996724879376,-10.594528964278044,6.987686992509313,-1.392830516168877,486.9999999999994
6,-3,-6,-8,4,-3,-8,5,-4,6,8,-8,-4,8,-8,7,-7.051112054962773,1.7453179519874684,7.550722954152836,15.75507114882247,357.9999999999998
-1,-10,0,2,-2,-7,4,-9,-2,-2,0,9,0,-4,4,-8,-6.3728890177647495,2.9554647127205937,2.4691604384110546,-15.051736133366887,281.99999999999983
-8,2,-1,-9,8,8,3,-2,8,9,6,-6,-9,-4,-9,1,18.70280785639961,-12.846310650700925,-1.0900972168930714,2.233600011194388,521.0000000000006
6,-9,-8,-6,-10,-1,4,-1,-7,2,5,-1,-9,-3,3,-6,18.426499254342964,-13.114831536473497,0.24001291885957995,-1.5516806367290217,514.0000000000009
9,1,2,6,4,5,2,0,-8,-10,-5,-3,10,-6,-4,-8,-11.98316751002513,11.173256641871614,-0.6641436332577302,2.4740545014112465,275.0
-10,-2,4,5,-8,-8,3,-6,6,10,-1,5,7,2,7,6,-17.099888013268117,-8.327918911091574,9.215103561256225,3.212703363103449,457.0000000000007
7,8,2,9,3,3,-3,0,1,-10,-2,9,3,9,3,2,-8.839132883470377,13.5913933862228,0.45887889716436214,4.7888606000832175,286.0000000000004
