a,b,c,d,e,f,g,h,i,eig1,eig2,eig3,sum_squared
-2,10,5,9,0,1,4,7,8,-10.27282275923216,13.796214038751383,2.4766087204807765,302.00000000000045
-7,5,4,3,1,-8,-1,-3,-5,4.671885472911605,-8.265761878635772,-7.406123594275837,145.00000000000009
-1,3,-1,-1,9,0,5,-2,4,0.9077393562500378,2.411095540036624,8.681165103713337,81.99999999999991
4,5,-2,1,5,-7,-6,-3,-10,-11.232843199992768,0.7307806168242879,9.502062583168474,217.00000000000017
10,1,9,7,-9,10,2,6,6,-11.796345752462628,15.364533578757454,3.4318121737051666,386.99999999999943
2,-3,8,-5,4,-1,6,-10,-4,11.504295702755336,-3.2545895084644276,-6.249706194290916,181.99999999999986
-4,-4,10,-10,-3,-6,8,-3,6,14.106060507148818,-11.011536068650928,-4.094524438497866,337.00000000000017
-4,4,2,5,1,-4,5,2,-8,-10.35359305214649,2.6427862377401095,-3.289193185593624,125.00000000000013
-5,-3,-4,9,7,7,4,9,8,12.776758968143636,-3.7228210753713524,0.9460621072277191,178.0000000000001
-3,4,-4,4,-3,-1,7,-7,4,-4.5413812651491146,0.999999999999989,1.5413812651491163,24.000000000000043
-10,-7,-7,-9,8,10,1,-1,2,-12.881849406861848,8.795381518537132,4.086467888324704,260.00000000000045
9,4,-8,9,2,-3,-4,-3,7,16.911135921379305,-0.2983815099932093,1.3872455886139032,288.00000000000006
-2,-5,-7,4,-6,-6,-4,-2,-4,2.220446049250313e-15,-2.5358983848622505,-9.464101615137757,96.00000000000007
10,-1,-10,3,9,-5,-9,-3,-10,-14.25345984440569,14.02226588480292,9.231193959602777,485.00000000000006
2,-1,5,-5,5,0,9,-8,-2,10.034047802795245,-5.651275490757189,0.6172276879619336,132.9999999999998
-10,6,0,9,4,-7,4,3,-10,5.432922448778562,-14.092721827325585,-7.340200621452964,281.9999999999995
-2,-4,0,-9,-9,-5,8,9,3,-8.484896473665257,1.6368960730919047,-1.1519995994266439,75.99999999999996
-8,-4,-4,-7,-6,6,-7,2,5,8.805210955722243,-12.434990751040079,-5.370220204682165,260.9999999999999
5,-9,7,-10,7,-3,0,4,5,-4.426149773176364,12.42614977317636,8.999999999999996,255.00000000000006
6,6,1,-1,9,-5,-3,2,-9,-7.841829282453639,5.757386695160011,8.084442587293635,159.99999999999986
-9,2,-7,-2,-6,8,-8,10,-8,4.014571406932894,-7.85088745597278,-19.163683950960102,444.99999999999966
-4,-4,-1,-7,7,-1,8,3,2,9.103198276291703,-4.471688299234565,0.3684900229428648,102.99999999999999
-7,9,6,8,-8,3,6,2,-2,5.85663220224731,-16.40260205154887,-6.454030150698432,344.9999999999999
-3,-9,-9,-2,9,10,-5,1,-2,-7.58507563879805,-1.8021853083843857,13.387260947182424,239.99999999999983
8,9,0,10,1,-8,6,-4,-1,-10.105564848593838,13.741695936377644,4.363868912216197,310.0000000000002
4,-9,2,-7,7,-10,-9,-9,-7,-13.430774466222855,3.6311789372558265,13.799595528967012,384.00000000000057
-4,9,10,10,10,7,10,8,-7,19.691015050067854,-15.599309690938874,-5.091705359128957,657.0000000000007
-4,-2,-10,5,7,4,-5,-9,-2,7.041737752541289,-5.161269760356788,-0.8804679921845023,77.00000000000007
0,-1,-9,-7,6,6,-3,3,-7,9.695359714832668,-0.9999999999999978,-9.69535971483266,189.00000000000023
-7,5,9,-5,-7,5,10,2,-6,3.166774456214508,-13.25996412627072,-9.90681032994379,284.0000000000001
2,9,4,7,2,-3,3,0,-5,9.999999999999991,-8.854101966249694,-2.1458980337503153,183.0
-7,-7,0,-4,0,0,-1,-6,2,2.0,2.844288770224761,-9.844288770224761,109.00000000000003
1,-1,-4,8,8,8,1,9,4,12.547511451806656,4.887659478927609,-4.435170930734259,201.00000000000028
5,-6,-7,-1,2,-1,3,1,-10,-8.0,5.7015621187164225,-0.7015621187164247,96.99999999999997
10,9,9,-4,-2,-3,2,3,1,5.854101966249696,3.999999999999993,-0.8541019662496852,51.000000000000085
-9,-8,-7,-6,-1,9,-9,1,-6,7.846501628951261,-14.383392295882542,-9.463109333068708,358.0000000000001
-1,6,6,7,-9,-7,8,0,6,-14.333538709754038,0.7419158588282396,9.591622850925793,298.0000000000001
9,-3,10,-5,-8,-6,-2,-4,-7,9.245072280279684,-11.516282672525344,-3.728789607754335,232.00000000000003
10,1,0,-5,-8,3,-9,0,-8,9.629511989406208,-6.563421440639778,-9.066090548766443,218.00000000000006
7,-5,-4,-10,-5,7,2,8,-4,-12.36770847172029,11.480484194863925,-1.1127757231436446,286.0000000000001
8,-2,-8,1,9,7,-3,-2,2,1.3861648683707433,10.80127873365588,6.812556397973393,165.00000000000028
-10,10,10,-1,10,3,2,-2,-5,-11.852544064074502,-2.449037284676667,9.30158134875117,232.99999999999983
-5,8,10,-1,-8,7,10,8,-6,-15.807142682474437,-10.707879456820613,7.5150221392950325,421.00000000000057
10,-9,-7,-1,-9,-3,-10,-5,0,14.511058769721302,-0.9609276365839357,-12.550131133137368,369.0000000000001
-7,-3,-6,-6,2,0,-3,-3,-10,3.1168439698070447,-3.9999999999999987,-14.116843969807045,225.00000000000003
6,5,-3,6,-3,6,-2,1,8,-6.389866919029764,9.389866919029759,8.000000000000002,193.00000000000037
1,6,10,4,-1,-8,9,9,1,7.690415759823428,-4.999999999999999,-1.6904157598234364,86.99999999999999
-7,-6,10,-3,-1,-4,3,-6,5,10.531483195442721,-9.641271372374492,-3.8902118230682246,219.00000000000014
-1,1,-2,-4,1,4,-3,6,-6,3.7523348859078816,-1.1101373686880154,-8.642197517219863,90.00000000000003
-6,-5,-10,-1,-6,-10,0,-4,7,-10.118214763750796,-4.351886353133967,9.470101116884756,211.00000000000014
2,6,5,-2,-10,4,1,-6,7,-4.948123134125946,-3.4445286235870647,7.392651757713002,91.00000000000011
-5,-10,8,-4,-7,1,9,7,-2,-16.745050128168376,5.36223972192939,-2.6171895937610135,316.00000000000006
9,10,3,4,1,0,0,-4,1,12.191025578491745,-3.209860162898554,2.018834584406813,163.00000000000014
2,7,1,10,4,-2,-7,-6,-2,11.84932662145257,-5.105234022927215,-2.744092598525357,173.99999999999986
2,-1,5,2,-7,10,2,10,-3,6.999999999999998,0.1321687612368736,-15.132168761236873,277.99999999999994
-6,2,9,-3,-2,10,8,9,4,-13.390342196697402,-3.8080480735239965,13.1983902702214,367.9999999999998
-1,0,-6,-2,0,8,-9,-5,10,-3.8714047394231725,10.383847210047943,2.4875575293752235,129.0
8,-6,-3,3,-8,2,0,-3,8,-6.172102450394386,5.430619648598781,8.741482801795613,144.0
8,-8,-5,-7,-7,-7,-1,-2,-3,11.122608098036615,-12.13742131151208,-0.9851867865245251,271.99999999999983
-6,-2,-6,-5,8,-3,-1,0,2,-7.336572369016967,8.661258731592515,2.675313637424442,136.0
-2,-1,-1,-9,-7,-3,3,6,2,1.0000000000000004,-4.0000000940619636,-3.9999999059380373,33.00000000000002
10,7,7,2,-3,1,10,-10,9,17.81024967590668,2.189750324093348,-3.999999999999999,338.0000000000009
8,-8,3,-4,-3,0,9,-5,0,12.52532746171671,-5.4657337930888845,-2.0595936686278193,191.00000000000037
3,4,1,8,-1,-5,-2,-9,-7,7.886833651258732,-0.7970633926708074,-12.089770258587922,209.0000000000001
-2,4,2,9,-3,8,8,5,0,9.436515609967959,-5.849740054933463,-8.586775555034503,197.0
6,8,6,1,4,1,-2,-6,-7,6.6141725253688195,2.112199404569953,-5.726371929938767,81.00000000000006
-9,0,-8,-9,-2,8,-9,8,-9,6.860804676709256,-9.545949658254006,-17.31485501845524,438.0
6,6,3,-1,-3,-3,3,-4,-5,5.649898743108787,0.5806248703980164,-8.230523613506799,99.99999999999997
-10,-4,6,-9,0,-4,6,-8,-5,7.968149387066129,-13.178278372567068,-9.789871014499065,333.0000000000002
0,7,7,-1,-6,10,4,10,9,15.822095326805542,-2.7738622691291646,-10.048233057676374,359.00000000000045
-10,-3,6,2,3,-6,-5,-5,10,11.310708435174288,-8.310708435174297,4.4366741204055897e-16,197.0
9,1,-2,4,1,3,7,9,-5,7.141004275421109,5.551963727989765,-7.692968003410873,141.00000000000003
3,7,8,-1,6,4,8,-2,-7,-10.139725720460964,8.853699424202219,3.2860262962587368,192.00000000000023
-5,-5,4,-4,0,6,7,10,8,-11.545000689360197,1.5307916897617697,13.014208999598429,304.9999999999999
-10,-10,1,0,10,-10,9,1,6,-6.55021811767128,-1.219577566046299,13.769795683717584,233.99999999999991
1,9,3,8,9,4,9,6,3,17.766119249777997,-4.619916845535362,-0.14620240424262773,337.0
-8,-1,3,3,-8,-10,9,-10,-9,-19.658285160596627,-7.975801615068673,2.6340867756652915,457.0000000000004
-8,9,9,-1,5,-8,0,-1,5,-7.152570730927714,1.4976528405626799,7.654917890365037,111.99999999999997
-10,-1,10,-10,-5,-4,6,-2,-4,3.768771085953208,-14.818617343497182,-7.950153742456027,296.99999999999994
9,-2,-3,-3,-6,1,-10,4,7,14.075811272831167,2.4098701136515257,-6.485681386482697,245.9999999999999
10,7,4,4,-5,0,-3,10,6,-5.859971133722292,11.305000783948449,5.5549703497738525,193.0000000000002
6,7,-7,4,-9,-9,-1,-8,-3,10.301148622882815,-1.0434436021951474,-15.25770502068767,340.0000000000002
-9,-2,2,-3,5,-8,2,-7,7,13.975277199047689,-9.453951270746959,-1.5213259283007257,287.00000000000034
8,-4,2,2,6,-10,3,-8,3,-4.1789083458002745,7.178908345800277,14.0,265.00000000000006
-10,5,-1,2,-7,-2,3,-7,-1,-12.395742483300722,-6.166777115232805,0.5625195985335357,191.99999999999972
6,-4,9,7,4,7,1,10,-3,11.770454348088242,0.1718988588269182,-4.94235320691516,162.99999999999994
-9,-9,-6,-10,-7,-5,2,8,0,-13.443082753855492,2.0392674936511614,-4.596184739795664,205.9999999999998
2,-3,-4,2,-10,-5,-4,5,4,5.1721986981478185,-1.3315835519294414,-7.840615146218373,89.99999999999997
2,-6,6,-8,-5,3,4,3,0,-11.65061056813839,7.312506464839267,1.338104103299128,190.99999999999997
0,-2,-5,4,1,-5,-10,5,9,-3.880739924923107,8.4573385190623,5.42340140586081,116.00000000000011
4,-9,6,-8,-8,-6,6,6,9,-11.211102550927988,13.00000000000001,3.21110255092798,305.0000000000005
10,-3,-1,-1,7,-1,-2,8,-10,-9.610640834890479,10.823145696318889,5.787495138571589,243.0000000000002
-3,-6,-4,5,5,6,-4,9,-3,-8.318554009509816,-0.016389111462125294,7.3349431209719445,123.0
-3,0,4,7,-5,1,4,-5,7,-7.444057890920974,-0.5742232238406323,7.018281114761601,105.0000000000001
7,-6,2,7,-9,9,-7,2,5,-3.166337839600329,-1.9149529029184316,8.081290742518759,79.0
7,-1,-1,-5,1,6,2,9,5,-4.637818440191522,6.375108854759075,11.262709585432443,188.99999999999991
4,6,-4,-5,1,8,-10,10,3,9.523326343097857,6.7930040543806935,-8.316330397478554,205.99999999999991
-7,-6,-10,-10,10,-5,-6,-9,10,-14.317821063276364,12.99999999999999,14.317821063276353,579.0
2,-3,7,-2,2,-8,7,-1,-6,-9.703780224866133,8.656186859667653,-0.9524066348015137,169.9999999999999
5,-7,-9,3,0,2,-4,-1,-10,-11.416198487095663,3.416198487095677,2.9999999999999827,150.99999999999997
10,-7,7,-5,-9,-8,3,-3,5,15.140096356823339,2.3222229131842016,-11.462319270007553,365.99999999999955
8,7,-5,3,-8,5,-10,1,3,12.522101034412646,1.8291612255672078,-11.35126225997986,288.9999999999999
4,-8,-9,-2,-3,-7,-9,3,-9,-14.193697013658335,7.418770749070826,-1.2250737354124874,257.99999999999994
8,8,1,2,-7,-1,10,-4,-6,9.30304332651515,-10.32680595485235,-3.9762373716627755,208.99999999999972
6,7,0,4,10,-4,7,-5,7,-0.659060056037216,11.242129621588562,12.416930434448652,280.99999999999994
5,-9,8,-10,0,9,-6,5,-10,11.895305417771553,-5.729561794471358,-11.165743623300193,299.00000000000006
1,5,8,8,0,5,1,-3,-8,5.618677297371331,-9.456953385308202,-3.1617239120631195,130.99999999999997
-5,6,8,-10,4,2,10,-8,-9,1.3245553203367635,-6.439293542825908e-15,-11.32455532033676,130.00000000000006
-1,0,-6,0,2,4,-5,5,4,9.514637665162754,-5.441709942103974,0.9270722769412127,120.99999999999994
5,0,-4,6,2,-7,3,-1,-1,0.6972243622680121,0.9999999999999927,4.302775637731994,19.999999999999986
-4,-2,-8,3,6,7,1,3,2,7.683440878622379,-3.2875537477463763,-0.3958871308760122,69.99999999999993
7,2,-6,7,5,4,-3,4,-10,9.316976927421337,5.185290854422806,-12.502267781844134,270.00000000000017
-5,-3,-9,4,-2,4,-3,5,3,-8.399350030911101,-1.526836671832882,5.926186702743997,107.9999999999998
-9,-6,2,-10,-4,-4,-1,-5,9,-14.68149777708875,-0.20029910079672567,10.881796877885476,333.99999999999994
7,7,3,5,-4,-10,6,-6,-10,-17.509688171914355,9.074794830854545,1.4348933410598208,390.99999999999966
7,9,3,7,-9,-9,-8,-6,5,11.968907877810954,4.390358452129761,-13.359266329940718,341.0000000000001
-3,5,-8,-9,5,8,-2,5,-7,5.614348734800542,-2.3791299046177574,-8.23521883018278,104.99999999999996
-1,8,2,7,4,-7,-2,-7,5,13.465048139733772,-7.619194869595887,2.1541467298621066,243.99999999999983
10,4,-9,3,-8,-7,-10,-2,6,18.80702948295963,-2.2491765458904283,-8.557852937069194,432.0000000000002
5,5,8,4,-4,-6,0,-1,10,-6.309744934625496,7.356126146996235,9.95361878762926,192.99999999999997
0,0,-3,-8,8,1,-5,-3,-6,6.679303442144151,3.5100903747783985,-8.18939381692255,123.99999999999996
-5,-2,-4,-9,8,-3,0,-7,5,-7.695555683140274,10.039031891926784,5.656523791213491,191.9999999999999
-2,10,-1,0,-10,9,-3,9,1,4.096421191745326,0.8858977452779074,-15.982318937023228,273.0
-10,-1,-7,4,8,-5,-6,-6,7,-11.806331959649265,14.250564063143408,2.555767896505852,348.99999999999994
8,-4,4,-3,3,-10,2,-8,10,17.967863811786344,6.288852664415925,-3.256716476202268,372.9999999999999
-8,-10,-1,-8,-6,8,-1,5,-10,4.159856568708525,-10.324476757396813,-17.835379811311714,441.99999999999994
-5,-2,-6,3,-1,-9,-6,-10,-1,9.805459392187108,-4.552974287178305,-12.252485105008807,266.99999999999983
4,-3,-6,2,-10,-10,-4,-6,3,9.571517698028629,1.1427174530412048,-13.714235151069836,280.9999999999997
4,10,6,7,-4,7,8,9,-4,14.83386650290437,-6.907038746756797,-11.926827756147572,410.00000000000017
-9,4,10,7,6,4,9,9,-2,13.658879513518523,-15.175725675408117,-3.483153838110421,429.0000000000005
3,3,6,-3,-9,2,5,5,-5,5.063034662137895,-11.374804540647904,-4.688230121489986,177.0
-7,-8,-5,-7,7,-5,-6,-2,0,-13.366600265340747,3.3666002653407583,10.000000000000004,289.9999999999999
-5,5,8,0,10,4,-2,8,8,-3.5855279711502983,2.351210311358506,14.234317659791783,220.99999999999997
8,6,9,10,-9,8,6,7,6,18.717638212205383,-0.6716056502524014,-13.046032561952984,520.9999999999997
-7,-5,8,-2,1,4,5,2,10,-10.499568570810785,12.281698208408267,2.217870362402512,265.99999999999994
-4,9,-7,0,-3,-5,-1,-4,-4,-7.577895450171706,-5.69352015119948,2.2714156013711846,95.00000000000001
-7,0,-8,0,-8,1,-10,-7,3,7.921675877131918,-11.806165337825554,-8.115510539306364,267.99999999999994
-10,3,2,2,4,6,1,3,1,-10.458236433584462,7.458236433584457,-2.0,169.00000000000006
1,8,3,4,0,-5,3,-8,8,-8.03030292529856,5.5572276921452834,11.47307523315327,227.0
9,0,6,6,-8,3,-4,8,-8,8.562551679736162,-10.481849976937644,-5.080701702798517,209.0
-9,6,-2,-5,10,-2,-6,-9,4,-8.365953031986724,2.3420964416331853,11.023856590353544,196.99999999999994
-7,4,1,5,-5,-2,-8,-3,-4,-0.1434838103620244,-8.292167121938636,-7.564349067699333,125.99999999999986
-10,-2,2,-9,-9,4,6,2,-4,-15.51377926689612,-5.209552050637523,-2.276668682466377,273.00000000000074
-1,-10,-6,-8,6,7,10,8,7,-6.60818683113679,6.048363218397272,12.559823612739523,238.0
10,1,-10,4,-8,-5,3,-5,-10,9.166743890808261,-12.496315756272615,-4.670428134535623,261.9999999999997
-6,-2,-5,6,8,-3,-4,-6,4,11.456267583386861,-6.034831924807508,0.5785643414206466,168.00000000000003
-3,8,9,5,-4,-4,9,2,-8,-16.529251867370597,5.270984056831832,-3.741732189461231,315.00000000000006
-2,3,4,2,-1,3,10,1,8,11.812954251147167,-4.863518485005757,-1.9494357661414137,166.99999999999997
8,3,-2,7,0,5,8,0,7,9.0,6.464101615137756,-0.46410161513775283,123.00000000000003
-5,4,1,10,9,-9,-6,-2,9,-6.489868647924787,15.174212129343243,4.315656518581533,291.0
-6,-10,3,-6,-3,10,3,5,-5,-16.811000231280307,-1.86859594844875,4.67959617972905,308.00000000000034
-10,-4,-4,-3,8,6,0,4,-2,10.66007035248431,-10.404451276104886,-4.255619076379428,240.00000000000003
1,-2,10,2,9,-8,2,0,0,-3.5704063302238316,4.6434475005451015,8.926958829678727,113.99999999999993
2,-10,-9,-2,2,-6,-2,2,-6,-7.855654600401036,5.85565460040104,1.3515758560654085e-16,95.99999999999983
-7,3,-5,-3,-8,-7,-10,-9,2,-12.604294602705231,-9.309753328798392,8.9140479315036,325.00000000000057
-3,-5,-10,3,5,5,-7,-5,4,-5.09989239707895,8.895636854058223,2.2042555430207442,110.00000000000023
3,5,0,9,1,4,1,-2,-10,8.681145747868616,-6.6811457478686025,-8.000000000000004,184.0000000000001
-10,-4,0,-1,-10,0,-1,3,3,3.0,-8.0,-12.0,217.0
3,-1,-9,-8,7,10,-9,10,-2,18.12160871434496,0.4339120195400248,-10.555520733884977,440.0000000000001
7,6,-2,2,5,10,-1,-1,-7,-6.6104488532264245,8.959642334261474,2.6508065189649495,131.00000000000003
2,7,-8,8,-6,-10,-2,-3,-8,8.862780491200214,-8.000000000000007,-12.862780491200217,308.0000000000001
-4,-6,2,5,9,3,0,8,-9,8.325917954727922,-2.944654804527195,-9.381263150200727,165.99999999999994
-3,2,-4,1,-3,5,7,8,-7,-7.951135803164881,-5.609389521185966,0.5605253243508463,94.99999999999999
-8,-9,5,-8,4,6,5,9,-4,-17.272847035201398,-0.6859776900034652,9.958824725204867,398.0
-4,8,-3,6,10,-4,-10,-3,8,-7.458082358608003,16.818062376418432,4.6400199821895685,359.99999999999955
4,4,-4,1,-8,9,-2,3,2,5.7030729249384535,3.2126794518900557,-10.915752376828513,161.99999999999997
-10,5,4,5,9,-10,6,-6,-6,-16.355481556143832,-3.187871260827709,12.543352816971534,435.00000000000006
10,8,-5,1,3,7,1,4,8,12.205161215180421,9.263600908032286,-0.46876212321271177,234.9999999999999
-3,-2,-6,-6,-5,-8,-6,-10,0,-15.459869526377078,0.3264360080755124,7.1334335183015884,289.9999999999995
4,1,-2,0,-6,-4,-3,-10,-10,-14.794788504953516,4.653834924436338,-1.8590464194828167,243.99999999999994
-8,-1,1,-1,-9,2,5,2,-7,-5.135114845922043,-7.231459889588255,-11.633425264489697,213.9999999999999
8,3,-8,-7,-3,7,-7,0,5,12.711809259031346,-0.18694127822509887,-2.524867980806242,168.00000000000009
4,-3,7,-8,-5,10,4,1,-6,7.194849386715098,-12.021207169600906,-2.1736422171142005,201.0
6,-5,0,-5,-9,6,-8,1,3,9.514816070963555,0.3515259386267193,-9.866342009590284,187.99999999999977
-9,-6,-1,-1,10,-2,10,2,-1,-5.999999999999981,-4.483314773547894,10.483314773547875,165.99999999999972
-5,0,-7,3,6,9,-9,-1,-8,-14.252507653516655,2.2908527719642016,4.961654881552447,233.00000000000014
-7,2,8,-4,1,-2,6,-9,5,10.787860116465165,-7.497870681339545,-4.289989435125611,191.00000000000028
2,-7,-3,-7,7,-4,0,-7,2,12.848648066254047,-5.6255734964672515,3.776925430213204,210.9999999999998
-8,0,10,9,8,-3,9,-3,-8,-18.18877916321599,3.1887791632159708,7.000000000000004,390.00000000000057
-1,2,-2,-5,4,5,-6,10,2,10.340422424312013,-1.2889783838938342,-4.05144404041817,125.0000000000002
8,-9,-5,-10,4,4,3,-4,-6,14.141061835506594,-3.402726208422709,-4.738335627083877,234.00000000000028
10,2,-10,10,3,-9,-9,4,7,16.957020577951276,-1.1081101860541764,4.151089608102893,305.9999999999999
5,1,3,0,8,-5,-1,9,-8,-3.7958315233127182,5.7958315233127164,3.0000000000000027,56.99999999999997
10,-9,0,0,0,-10,3,-10,10,17.659078973419234,7.705633586140029,-5.364712559559276,399.99999999999955
-2,-10,10,-7,-10,8,-1,4,9,-16.46385737753013,4.820950861694473,8.642906515835648,369.0000000000002
5,7,-9,5,-10,5,-8,4,0,-15.654048888151912,11.539768385032499,-0.8857194968805792,379.00000000000006
-1,6,-7,6,-7,8,-10,3,0,-16.030751017782222,7.237838918386211,0.7929120993960018,310.0000000000004
-10,-2,-5,-9,-5,-2,-8,5,4,6.76653732765724,-12.969161974103756,-4.797375353553491,237.00000000000006
-4,-4,-3,-1,8,8,-9,4,-10,-13.0,-4.000000000000003,10.999999999999998,306.0
-1,-5,2,-1,1,-5,-5,-10,1,-6.82924819601454,1.1116965730939423,6.717551622920604,92.99999999999991
8,-6,7,-8,-7,-7,0,-2,-10,11.064263927938187,-7.453884473138789,-12.610379454799391,337.0000000000003
5,-2,0,-5,6,1,-3,5,-6,8.96044750070118,2.428166453809699,-6.388613954510882,126.99999999999997
2,-1,-2,2,-8,-8,-10,-9,0,7.549460930061664,0.26841137358916,-13.817872303650821,248.0
7,2,-4,9,1,-9,1,1,-7,8.548489069241938,-1.846358254414251,-5.702130814827687,109.0
5,-2,-9,-8,-1,9,-9,-1,-3,11.848857801796107,-7.848857801796102,-2.9999999999999996,211.00000000000003
1,7,-3,7,-9,-3,-1,-2,7,-12.691069370612672,2.8793749866338145,8.811694383978855,247.0000000000001
-3,4,2,10,2,6,4,8,-8,9.42863954447714,-6.94568817916438,-11.482951365312761,269.0000000000001
3,-1,6,-3,7,1,6,0,-2,-6.1066450877325735,8.320241633004736,5.786403454727839,139.99999999999994
3,-8,6,-7,10,7,4,8,-5,-12.022027901237063,4.486973558707915,15.535054342529147,406.0000000000001
4,-3,-6,-8,-8,2,-9,-10,1,8.489189470724714,-11.172896715863768,-0.3162927548609514,197.00000000000026
-3,8,-2,3,7,-1,-2,-5,-10,9.420577391902096,-4.850601820315719,-10.56997557158638,223.9999999999999
-1,8,-1,5,2,5,7,-3,7,9.3851648071345,-1.3851648071344957,-6.682663825775447e-15,89.99999999999989
7,-8,10,-8,-6,5,9,2,0,14.742841129778213,-13.985343331652816,0.24250220187459484,413.00000000000006
3,-7,1,-5,8,-1,-10,5,-7,-6.01200993996658,-1.147675431319176,11.159685371285757,161.99999999999994
-2,7,6,4,8,-4,7,-5,8,-8.05553804101223,9.63404599735261,12.421492043659612,312.00000000000006
10,1,-8,-10,-6,-10,-3,-4,4,-9.791020942597926,10.609525612951652,7.181495329646275,259.99999999999955
0,7,3,-2,-6,-7,1,-10,2,7.111280588899307,-0.7755037784430989,-10.33577681045621,157.99999999999994
6,-1,-4,-1,8,9,-2,6,-2,12.649515754134839,5.581967773767376,-6.231483527902225,229.99999999999977
-1,0,5,5,7,-2,10,8,-9,-11.794788504953527,1.1409535805171829,7.653834924436331,199.0000000000001
9,6,-9,9,5,-1,-9,0,-1,17.769588931692162,-7.37815104784702,2.608562116154874,377.000000000001
8,3,0,-2,-4,4,9,6,-8,8.068214890694584,-10.621209098547432,-1.4470057921471398,179.99999999999994
-7,4,-3,4,3,10,-2,9,-8,-15.518619707843492,-5.275677709646507,8.794297417489982,346.0000000000004
-2,-8,-7,-7,0,8,5,6,-1,-8.925130230355903,-1.8222267427741132,7.74735697313001,143.00000000000017
-2,-5,0,-9,1,1,5,1,10,-7.499491319834521,6.726423133812003,9.773068186022511,196.99999999999994
7,2,4,5,-7,1,6,-10,7,-7.943292178669726,10.653871630975363,4.289420547694355,194.99999999999983
4,6,2,4,8,9,3,10,2,17.21201033731611,1.7546640314129192,-4.966674368729012,324.00000000000057
-2,2,1,8,-2,-1,8,-1,1,-6.962178827008567,3.1383783688123668,0.8238004581961992,59.00000000000003
-4,-6,-1,-5,3,-5,3,1,1,6.443464340360011,-5.186757735123556,-1.2567066052364593,70.00000000000006
2,-6,2,-1,-8,2,1,-7,-1,2.839908198389595,-5.431336905100578,-4.4085712932890155,56.99999999999994
-9,-7,7,2,4,-9,-1,-9,10,15.706312740930752,-7.902585113416267,-2.8037276275144833,317.00000000000006
1,-6,1,-10,-9,5,-9,5,9,11.053842795730215,3.4073148439844028,-13.461157639714603,315.00000000000006
7,-1,-1,-8,-10,-8,-6,-4,-8,7.619523139040236,-15.37604322185885,-3.2434799171813875,305.00000000000006
4,0,-1,9,-10,8,3,3,-10,3.5775970771248673,-4.613876051383344,-14.963721025741515,257.9999999999999
-3,-1,-1,7,-2,-9,-8,-9,-5,5.477371904996101,-2.6287017807232487,-12.848670124272854,202.0
1,-6,-5,0,10,-1,-7,-2,1,-5.211102550927981,8.000000000000004,9.211102550927981,176.0000000000001
-1,3,-6,-10,-6,5,-6,-6,7,-4.645751311064588,0.6457513110645885,4.000000000000003,37.99999999999999
-5,10,7,-1,4,0,8,2,9,-7.586074358089091,11.975657104737179,3.6104172533519034,214.0
-8,5,-4,1,4,-3,6,-10,10,12.226576858639822,-7.183035880421675,0.9564590217818487,201.9999999999999
-7,5,-7,9,9,2,10,6,5,-5.037795420435673,9.966451257017827,2.071344163417848,129.00000000000006
-4,-1,-10,3,-8,2,-9,6,10,14.882020886519065,-5.792979124829068,-11.089041761690003,378.0
-1,0,-2,0,-9,2,-3,10,10,11.459132973456542,-1.4265206326290303,-10.032612340827518,233.9999999999999
9,-6,10,-8,-9,-3,-1,4,-2,9.057579434617484,-11.64537468398567,0.5877952493681828,217.99999999999974
-1,0,-2,3,-6,-2,-7,-9,8,10.576599741718093,-2.8804337071893924,-6.696166034528704,164.99999999999994
-9,4,-3,9,4,-3,-1,8,-8,-12.993664282151823,3.325846143154582,-3.332181861002766,191.0000000000001
-9,-9,-4,-7,6,-5,-4,9,-5,-12.76221529266202,6.611149819697133,-1.8489345270351227,210.00000000000037
-1,6,-6,7,6,-7,-4,-6,-3,13.787087810503365,-4.787087810503356,-7.0,262.0000000000003
2,-5,-5,-9,-6,0,0,3,2,-8.978794136052063,7.299218065507398,-0.32042392945534154,134.00000000000009
-6,6,-9,0,-7,0,-2,-5,-9,-3.0,-12.0,-7.0,202.0
4,-6,1,2,6,-7,-1,-10,0,9.907928938610068,5.8696386081410985,-5.777567546751175,165.99999999999977
5,0,-2,-9,-4,8,7,9,-4,-11.470898668112923,2.571054305349842,5.899844362763076,173.00000000000006
-7,-2,-3,-9,-5,0,-7,3,10,-10.553358767324251,-2.9360401321259055,11.489398899450158,252.00000000000006
-9,5,5,10,0,-10,4,-7,7,-15.866635144831553,1.3607013080002048,12.505933836831339,410.0000000000003
-9,10,-10,0,-9,5,-8,9,-10,-21.991565441608415,-0.7326092027202388,-5.275825355671365,512.0000000000008
10,9,-3,8,-10,-6,-10,0,10,18.38403447018837,3.8975210582904194,-12.281555528478796,503.9999999999996
9,-9,-7,1,0,-7,0,-2,-1,7.808392377768456,4.033484075837556,-3.841876453606013,91.99999999999999
2,2,-1,-1,-4,-6,9,-4,9,7.950193967208298,5.152645974105672,-6.10283994131398,126.99999999999983
-1,-1,10,2,4,-5,9,1,8,-6.4322136113482316,13.897110200874183,3.535103410474031,246.99999999999986
0,-5,-10,-9,4,-7,-6,4,0,-7.6328183087855175,10.511025952517013,1.1217923562685146,170.00000000000006
7,-5,8,-7,-8,6,8,4,-5,11.559545910987573,-15.715480274568394,-1.8440656364191814,383.99999999999994
